21, Private, 348092, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 40, Haiti, <=50K.
30, Self-emp-not-inc, 345122, Some-college, 10, Divorced, Prof-specialty, Unmarried, White, Male, 0, 0, 50, United-States, <=50K.
38, ?, 172855, 11th, 7, Divorced, ?, Unmarried, Black, Female, 0, 0, 20, United-States, <=50K.
34, Private, 87131, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Guatemala, <=50K.
21, Private, 328906, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
56, Private, 21626, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Male, 0, 0, 43, United-States, <=50K.
38, Private, 143909, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
32, Private, 178835, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K.
45, Private, 94809, Some-college, 10, Married-spouse-absent, Other-service, Not-in-family, White, Female, 0, 0, 24, United-States, <=50K.
64, Local-gov, 172768, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
30, Self-emp-inc, 204742, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
32, Self-emp-inc, 144949, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 70, United-States, >50K.
26, Private, 195562, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
46, Self-emp-not-inc, 56482, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 30, United-States, >50K.
55, Federal-gov, 36314, 7th-8th, 4, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 72, United-States, <=50K.
51, Self-emp-not-inc, 329980, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 8, United-States, >50K.
62, Local-gov, 103344, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
34, Local-gov, 169708, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K.
54, Local-gov, 249949, Some-college, 10, Divorced, Exec-managerial, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K.
35, Self-emp-not-inc, 186934, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
28, Private, 692831, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, Black, Male, 0, 0, 48, United-States, <=50K.
17, Private, 154078, 12th, 8, Never-married, Other-service, Own-child, White, Female, 0, 0, 16, United-States, <=50K.
22, Private, 91733, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 35, United-States, <=50K.
67, Self-emp-inc, 325373, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, <=50K.
43, Self-emp-not-inc, 160369, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K.
57, Local-gov, 196126, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K.
38, Private, 120053, HS-grad, 9, Divorced, Priv-house-serv, Unmarried, White, Female, 0, 0, 35, United-States, <=50K.
19, Private, 204337, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, <=50K.
34, Private, 128016, HS-grad, 9, Never-married, Tech-support, Other-relative, White, Female, 0, 0, 40, United-States, <=50K.
50, ?, 199301, Assoc-voc, 11, Never-married, ?, Unmarried, Black, Female, 0, 0, 16, United-States, <=50K.
33, Private, 49027, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
18, Private, 192022, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
40, Private, 147099, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 5, United-States, <=50K.
32, Private, 334744, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
25, Private, 207621, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
29, Private, 194458, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
33, Self-emp-inc, 184245, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, Mexico, >50K.
34, Private, 242704, HS-grad, 9, Never-married, Tech-support, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
21, ?, 278130, HS-grad, 9, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
23, Private, 251073, 10th, 6, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
21, Private, 153209, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
42, Private, 360879, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
32, Private, 115066, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K.
31, Private, 409172, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
63, Private, 223637, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 50, United-States, <=50K.
36, Private, 161141, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
34, Private, 535869, Some-college, 10, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 30, United-States, <=50K.
60, Federal-gov, 49921, 9th, 5, Divorced, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
23, Private, 335067, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K.
47, Self-emp-inc, 209460, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 4386, 0, 40, United-States, >50K.
20, Private, 355236, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 16, United-States, <=50K.
50, Private, 240374, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
29, Private, 221428, 12th, 8, Married-civ-spouse, Sales, Own-child, Other, Male, 0, 0, 35, United-States, <=50K.
37, Private, 356250, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 40, South, <=50K.
20, Private, 356347, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 10, United-States, <=50K.
50, Private, 245356, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
31, Self-emp-not-inc, 247088, HS-grad, 9, Separated, Craft-repair, Own-child, Black, Male, 0, 0, 50, United-States, <=50K.
27, ?, 200381, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
35, Private, 300333, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, Dominican-Republic, >50K.
38, Private, 109594, Bachelors, 13, Divorced, Sales, Not-in-family, White, Female, 0, 0, 70, United-States, >50K.
24, Local-gov, 221480, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K.
29, Private, 433624, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
27, Private, 179681, Assoc-voc, 11, Married-spouse-absent, Tech-support, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
21, Local-gov, 136208, Some-college, 10, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 48, United-States, <=50K.
64, Private, 159715, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 10566, 0, 40, United-States, <=50K.
33, Private, 164683, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
35, Private, 152307, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
51, Private, 256908, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K.
23, Private, 227943, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
75, ?, 33673, Masters, 14, Widowed, ?, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 26, United-States, <=50K.
26, Private, 116991, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
64, Private, 96076, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
32, Self-emp-inc, 201314, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K.
17, Private, 153021, 12th, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
34, State-gov, 334422, Some-college, 10, Divorced, Protective-serv, Unmarried, Black, Male, 0, 0, 47, United-States, <=50K.
37, Private, 160192, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
72, ?, 51216, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 14, United-States, <=50K.
47, Private, 323212, Some-college, 10, Separated, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K.
45, Self-emp-inc, 179030, Bachelors, 13, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Female, 0, 0, 35, South, <=50K.
23, Private, 129345, 10th, 6, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
36, Private, 31023, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
62, Self-emp-inc, 164616, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 45, United-States, >50K.
34, Federal-gov, 121093, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 53, United-States, >50K.
36, Private, 300373, 10th, 6, Divorced, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
35, Private, 95708, Bachelors, 13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 7688, 0, 60, United-States, >50K.
36, State-gov, 235779, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
29, Private, 114158, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
54, Private, 192226, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K.
38, Private, 166416, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
27, Private, 211215, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
26, Private, 157617, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 45, United-States, <=50K.
44, Private, 96170, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 20, United-States, <=50K.
26, Private, 224045, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 36, United-States, <=50K.
42, Private, 350550, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, <=50K.
37, Self-emp-not-inc, 114719, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 60, United-States, >50K.
26, Private, 124111, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
36, Private, 250224, HS-grad, 9, Married-civ-spouse, Craft-repair, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
19, ?, 232060, HS-grad, 9, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
44, Private, 195258, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
23, Private, 285775, HS-grad, 9, Never-married, Protective-serv, Other-relative, White, Male, 0, 0, 42, United-States, <=50K.
27, Private, 146687, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
53, Private, 76128, HS-grad, 9, Divorced, Craft-repair, Not-in-family, Other, Male, 0, 0, 60, Ecuador, <=50K.
28, Private, 241607, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
22, Private, 273675, HS-grad, 9, Married-spouse-absent, Other-service, Other-relative, Black, Female, 0, 0, 35, Puerto-Rico, <=50K.
29, Private, 210867, 11th, 7, Separated, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
41, Private, 144752, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, >50K.
34, Private, 185820, HS-grad, 9, Married-civ-spouse, Sales, Wife, Black, Female, 0, 0, 40, United-States, <=50K.
42, Private, 252518, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, ?, <=50K.
30, Private, 123833, 9th, 5, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
41, Private, 291569, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 43, United-States, <=50K.
37, Private, 638116, Bachelors, 13, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 32, United-States, <=50K.
46, Private, 269045, 11th, 7, Widowed, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
46, Private, 102852, 7th-8th, 4, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
30, Private, 195447, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
27, Private, 173944, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
25, Private, 276728, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, Black, Female, 0, 0, 43, United-States, <=50K.
21, State-gov, 173534, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, Ecuador, <=50K.
23, Private, 198368, Assoc-acdm, 12, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
18, Private, 27620, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K.
46, Local-gov, 192235, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
27, Private, 467936, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 48, Mexico, <=50K.
25, Private, 264136, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K.
61, Self-emp-not-inc, 184009, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 2444, 50, United-States, >50K.
50, Private, 165001, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
66, Private, 123484, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
26, Private, 123384, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 20, United-States, <=50K.
50, Self-emp-inc, 235307, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 48, United-States, >50K.
41, Private, 238384, HS-grad, 9, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
43, Self-emp-not-inc, 171351, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 20, United-States, <=50K.
38, State-gov, 162424, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
20, Private, 333838, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 35, United-States, <=50K.
58, Private, 100303, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 42, United-States, >50K.
41, Federal-gov, 58447, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 50, United-States, >50K.
43, Local-gov, 317185, Assoc-voc, 11, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 36, United-States, <=50K.
39, Private, 103323, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 1669, 40, United-States, <=50K.
22, Private, 221694, Some-college, 10, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K.
52, Private, 214091, HS-grad, 9, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K.
35, ?, 171062, Bachelors, 13, Never-married, ?, Not-in-family, Black, Male, 0, 0, 40, England, <=50K.
46, Private, 278200, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K.
20, Private, 187592, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
55, Private, 188382, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, >50K.
48, Private, 65584, Some-college, 10, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
22, ?, 117789, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
30, Private, 402089, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K.
40, Private, 69730, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
44, Private, 34218, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
55, Federal-gov, 54566, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
53, Private, 698039, Bachelors, 13, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 0, 28, United-States, <=50K.
57, ?, 76571, 10th, 6, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K.
57, Private, 133201, 7th-8th, 4, Divorced, Craft-repair, Unmarried, White, Male, 0, 1408, 40, France, <=50K.
47, Federal-gov, 146786, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
46, ?, 96154, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 15, United-States, <=50K.
64, State-gov, 143880, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
18, Private, 132397, 12th, 8, Never-married, Other-service, Own-child, Black, Female, 0, 0, 18, United-States, <=50K.
28, ?, 45613, Some-college, 10, Never-married, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
25, Private, 136226, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
37, Self-emp-not-inc, 334291, Bachelors, 13, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
33, Private, 183017, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 32, United-States, <=50K.
66, Private, 207917, 7th-8th, 4, Married-civ-spouse, Other-service, Husband, Black, Male, 1797, 0, 20, United-States, <=50K.
65, ?, 136431, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 9386, 0, 40, United-States, >50K.
37, Private, 80303, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K.
19, Private, 210509, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 30, United-States, <=50K.
37, ?, 48915, HS-grad, 9, Never-married, ?, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K.
41, Private, 91316, Assoc-acdm, 12, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
41, Private, 205670, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
76, Private, 25319, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 8, United-States, <=50K.
52, Private, 264129, Some-college, 10, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
23, Private, 40165, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, Japan, <=50K.
43, Federal-gov, 79529, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 35, United-States, <=50K.
32, Private, 164519, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K.
33, Private, 184178, Assoc-acdm, 12, Married-civ-spouse, Other-service, Wife, Black, Female, 0, 0, 35, United-States, <=50K.
33, State-gov, 427812, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 15, Mexico, <=50K.
59, Self-emp-not-inc, 172618, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K.
21, Private, 472861, 11th, 7, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
40, Private, 114157, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
22, Self-emp-not-inc, 104164, Assoc-voc, 11, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K.
45, Self-emp-not-inc, 180680, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, <=50K.
28, Private, 300915, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 43, United-States, >50K.
38, Private, 308171, Some-college, 10, Separated, Tech-support, Unmarried, Black, Female, 0, 0, 50, United-States, <=50K.
56, Private, 320833, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
42, ?, 167710, Some-college, 10, Divorced, ?, Not-in-family, White, Female, 0, 0, 18, United-States, <=50K.
19, Private, 228577, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 36, United-States, <=50K.
48, Self-emp-not-inc, 221464, 11th, 7, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 30, United-States, >50K.
31, Self-emp-not-inc, 213307, 10th, 6, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 28, Mexico, <=50K.
42, Private, 165815, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
37, Private, 248919, 1st-4th, 2, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 66, Mexico, <=50K.
23, ?, 116934, 10th, 6, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 40, United-States, <=50K.
60, Self-emp-not-inc, 285365, Some-college, 10, Married-civ-spouse, Other-service, Wife, Black, Female, 0, 0, 50, United-States, <=50K.
63, Private, 134960, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, Scotland, <=50K.
24, Private, 449101, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
42, Private, 46019, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, 5178, 0, 50, United-States, >50K.
71, ?, 161027, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 8, United-States, >50K.
32, State-gov, 19513, Masters, 14, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Japan, <=50K.
57, Self-emp-not-inc, 258121, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K.
56, Private, 242782, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 44, United-States, <=50K.
65, ?, 193365, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 50, United-States, <=50K.
42, Private, 182402, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1887, 50, United-States, >50K.
24, Private, 254767, 11th, 7, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
31, Private, 112115, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
58, Private, 117299, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K.
44, Private, 214781, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K.
33, Private, 197474, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, <=50K.
24, ?, 234791, Some-college, 10, Divorced, ?, Unmarried, White, Female, 0, 0, 25, United-States, <=50K.
34, Local-gov, 126584, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K.
72, Self-emp-not-inc, 28865, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 14, United-States, <=50K.
61, Private, 163729, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
33, Private, 218407, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 80, Columbia, >50K.
58, Private, 95428, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
57, Self-emp-inc, 146103, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 30, United-States, >50K.
25, Private, 150312, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
72, Private, 76206, 9th, 5, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 16, United-States, <=50K.
23, Private, 340543, HS-grad, 9, Separated, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
40, Private, 125461, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
38, Private, 218015, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, >50K.
49, Private, 178160, Assoc-acdm, 12, Widowed, Sales, Not-in-family, White, Female, 0, 0, 40, Germany, <=50K.
25, Private, 169905, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
33, Private, 226629, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
28, Private, 180313, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
18, ?, 236276, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
71, Private, 124901, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K.
63, Local-gov, 214275, HS-grad, 9, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 55, United-States, <=50K.
49, Local-gov, 371886, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 56, United-States, >50K.
65, Private, 282779, Masters, 14, Married-civ-spouse, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, >50K.
